metric,mean,stdev,median,min,max
plaintext_s,2.4495481683332704e-06,3.3012443316483674e-08,2.4440933749997385e-06,2.4154399700000793e-06,2.5922730799993587e-06
witness_s,0.1308391225333177,0.006088620000618781,0.12915252800007693,0.1222732050000559,0.1448505689998001
prove_s,3.573534860366643,0.02061094976397722,3.5691754179998725,3.523184743999991,3.626768367000068
verify_s,0.6347013606999856,0.009919852451729452,0.6332403704999479,0.6129753889999847,0.6551107660000071
zk_prover_s,3.7043739828999604,0.022890902668835124,3.701282720999984,3.6571129349999865,3.7681043879999834
zk_end_to_end_s,4.339075343599946,0.027581000145891082,4.3335826545001055,4.288174721999894,4.404643203999967
prover_overhead_factor,1512548.7060626438,23451.304207146495,1518505.724003621,1428111.9915810963,1550449.5658674517
end_to_end_overhead_factor,1771702.4897273972,27325.951417065913,1776765.2371865017,1670817.3924333884,1812364.1067883286
